yyyy-mm-dd,Daily Minimum Near-Surface Air Temperature(K),Daily Maximum Near-Surface Air Temperature(K),Daily Mean Near-Surface Specific Humidity(kgkg-1),vpd(kPa),Precipitation(mm)
2007/4/13,268.508118,281.023071,0.002417,0.38,0
2007/4/14,267.96756,286.925018,0.002132,0.67,0
2007/4/15,273.949707,284.562531,0.00337,0.48,0
2007/4/16,268.944702,285.277496,0.00207,0.62,0
2007/4/17,273.971497,290.578613,0.002686,0.91,0
2007/4/18,278.29657,298.034027,0.005968,1.11,0
2007/4/19,281.799164,299.809479,0.007613,1.15,0
2007/4/20,283.710602,302.857208,0.007974,1.52,1.629673
2007/4/21,285.949341,295.428741,0.007441,0.95,5.099386
2007/4/22,275.147217,288.446381,0.003934,0.62,0
2007/4/23,273.639984,286.350769,0.003635,0.52,0
2007/4/24,273.604462,290.183411,0.004087,0.66,0
2007/4/25,281.452423,297.567169,0.006805,1.04,3.448863
2007/4/26,276.346741,284.175659,0.007625,0,13.245125
2007/4/27,275.356506,284.690948,0.00387,0.45,0
2007/4/28,273.02298,286.073669,0.00347,0.52,0
2007/4/29,277.176727,291.839172,0.004437,0.81,0
2007/4/30,275.561493,288.902985,0.004554,0.56,1.625058
2007/5/1,281.011871,297.157684,0.007242,0.93,3.125118
2007/5/2,283.015106,290.958405,0.007389,0.5,4.892204
2007/5/3,277.579041,290.91217,0.004346,0.77,0
2007/5/4,276.991486,295.291168,0.00434,1.08,0
2007/5/5,278.505066,300.417267,0.004839,1.53,0
2007/5/6,279.289825,294.814575,0.008081,0.54,8.5946
2007/5/7,283.674683,295.374878,0.01036,0.41,12.965402
2007/5/8,283.394562,292.147919,0.007774,0.54,19.593269
2007/5/9,278.505249,290.138947,0.004947,0.66,3.833827
2007/5/10,277.192017,290.785187,0.003824,0.83,0
2007/5/11,275.857056,294.147827,0.004271,0.96,0.770786
2007/5/12,278.354187,293.747528,0.005888,0.76,0.384769
2007/5/13,277.35495,290.577759,0.005653,0.55,0
2007/5/14,282.069031,290.338654,0.00742,0.42,22.944975
2007/5/15,278.544067,286.073425,0.005662,0.33,1.76694
2007/5/16,278.298035,285.280212,0.005254,0.35,0
2007/5/17,277.427582,293.050262,0.005226,0.78,0
2007/5/18,276.023041,294.293396,0.004466,0.95,0
2007/5/19,277.221558,296.424652,0.005432,1.01,1.663085
2007/5/20,281.084106,295.810181,0.007132,0.83,0.328759
2007/5/21,277.218597,298.514801,0.006461,1.05,0
2007/5/22,279.865875,300.107147,0.007089,1.2,0
2007/5/23,285.092804,294.385651,0.008607,0.65,3.794812
2007/5/24,277.530426,289.301544,0.004693,0.62,0
2007/5/25,276.633179,284.212463,0.004566,0.35,0
2007/5/26,275.943237,289.450684,0.004525,0.61,0
2007/5/27,275.457031,294.244019,0.00496,0.86,0
2007/5/28,278.320099,296.100708,0.005996,0.93,0
2007/5/29,277.45755,302.381317,0.006395,1.48,0
2007/5/30,285.708557,293.52359,0.010393,0.35,3.087496
2007/5/31,291.239075,295.16922,0.013385,0.34,9.549928
2007/6/1,286.428131,299.135193,0.012038,0.63,29.491463
2007/6/2,285.062622,294.782806,0.010133,0.46,5.723668
2007/6/3,285.068909,299.597595,0.008962,1.07,1.222042
2007/6/4,283.719208,291.323914,0.00937,0.26,5.320887
2007/6/5,281.371674,294.862915,0.005223,1.05,0
2007/6/6,275.701843,298.506744,0.004821,1.25,0
2007/6/7,281.472351,297.278442,0.007365,0.93,0
2007/6/8,281.885681,297.040649,0.008546,0.75,0
2007/6/9,283.994904,300.812836,0.009848,1.01,1.565658
2007/6/10,287.305634,296.631866,0.011038,0.59,2.095955
2007/6/11,287.663239,299.491699,0.01085,0.9,2.025338
2007/6/12,289.02124,299.489136,0.011975,0.81,1.774722
2007/6/13,288.433075,294.610077,0.010444,0.57,1.089811
2007/6/14,280.476685,297.042084,0.007101,0.92,0
2007/6/15,281.024384,300.33313,0.007165,1.25,0
2007/6/16,283.792572,299.189636,0.008865,0.98,0
2007/6/17,282.912689,290.723083,0.011393,0,13.943712
2007/6/18,288.471893,302.369873,0.012075,1.08,1.509225
2007/6/19,288.26178,302.431335,0.012304,1.04,3.216221
2007/6/20,285.280426,302.277496,0.010787,1.1,0
2007/6/21,284.27121,302.272827,0.010795,1.05,0
2007/6/22,286.473175,303.443695,0.011907,1.13,0.328626
2007/6/23,288.56131,304.245636,0.013797,1.06,0
2007/6/24,290.361389,302.83844,0.01465,0.87,0
2007/6/25,291.540924,302.42749,0.014665,0.89,2.226833
2007/6/26,291.507568,305.644714,0.014677,1.3,5.453351
2007/6/27,289.442627,303.669922,0.014726,0.9,29.101389
2007/6/28,289.21048,303.738495,0.012136,1.28,0
2007/6/29,289.827423,297.505585,0.012598,0.57,1.151572
2007/6/30,287.624329,302.029022,0.012007,1,0.312831
2007/7/1,286.161835,303.708282,0.011689,1.18,0
2007/7/2,287.175201,304.383179,0.012365,1.22,0
2007/7/3,287.432434,302.980621,0.012579,1.02,2.982183
2007/7/4,289.720551,303.529358,0.013952,1.02,5.049687
2007/7/5,291.576141,302.591614,0.014492,0.94,0.581023
2007/7/6,290.084412,303.947937,0.012949,1.24,0
2007/7/7,291.928894,298.926025,0.014486,0.56,0
2007/7/8,286.276367,301.801025,0.008038,1.5,0
2007/7/9,281.925049,303.994263,0.007571,1.65,0
2007/7/10,285.033661,302.361084,0.009697,1.26,0
2007/7/11,289.595276,301.476898,0.01266,0.96,1.448707
2007/7/12,286.83313,296.795868,0.014931,0,11.222945
2007/7/13,290.170959,300.035858,0.01493,0.5,13.76697
2007/7/14,290.216187,301.412476,0.013081,0.92,1.926491
2007/7/15,287.248108,303.355652,0.0116,1.2,0
2007/7/16,290.965637,298.220215,0.013526,0.57,0.693626
2007/7/17,284.612427,299.746368,0.008571,1.12,0
2007/7/18,284.725037,297.9599,0.010178,0.71,0
2007/7/19,288.943329,303.368286,0.012615,1.15,0.828208
2007/7/20,292.511078,306.567993,0.013599,1.66,5.350889
2007/7/21,287.117584,301.789276,0.012169,0.93,2.504509
2007/7/22,288.328796,302.847931,0.011895,1.16,0
2007/7/23,284.766083,302.233398,0.008556,1.4,0
2007/7/24,280.11264,298.789856,0.010158,0.61,4.104101
2007/7/25,289.379639,305.45108,0.012213,1.51,20.148729
2007/7/26,287.089294,303.43512,0.011005,1.29,0.721578
2007/7/27,288.184845,302.840607,0.011719,1.17,0
2007/7/28,285.266602,304.527039,0.010636,1.4,0
2007/7/29,291.042694,304.61322,0.013801,1.26,2.192105
2007/7/30,285.704346,304.742828,0.010598,1.45,0
2007/7/31,289.626038,303.567017,0.014074,1,0.305347
2007/8/1,293.147614,308.889099,0.013285,2.11,0.472155
2007/8/2,287.302002,299.449677,0.010784,0.89,0
2007/8/3,283.450958,297.540497,0.009522,0.71,0
2007/8/4,281.888214,294.288025,0.007882,0.62,0
2007/8/5,280.864258,291.496582,0.007763,0.4,0
2007/8/6,281.408722,295.002411,0.007766,0.68,0
2007/8/7,282.416107,296.984009,0.008547,0.77,0
2007/8/8,284.269989,298.90918,0.009791,0.84,0
2007/8/9,285.415619,302.37793,0.010289,1.19,0
2007/8/10,287.73822,294.669769,0.012546,0.22,33.832863
2007/8/11,284.286407,295.156189,0.00915,0.6,0
2007/8/12,281.056244,296.089203,0.007796,0.75,0
2007/8/13,282.013092,298.880951,0.008401,0.95,0
2007/8/14,282.943054,300.526154,0.008337,1.17,0
2007/8/15,282.67807,300.642761,0.008672,1.12,0
2007/8/16,284.124298,301.837677,0.009474,1.19,0
2007/8/17,285.759827,305.58493,0.010003,1.66,0
2007/8/18,287.901489,305.155243,0.011155,1.54,0
2007/8/19,288.53891,303.883331,0.01174,1.32,0
2007/8/20,288.394501,300.475159,0.012049,0.87,0
2007/8/21,288.771118,302.03717,0.012416,1.01,5.792081
2007/8/22,283.623871,297.660004,0.013556,0.13,16.435863
2007/8/23,290.049072,301.810516,0.013843,0.85,14.952952
2007/8/24,288.327423,303.658569,0.014263,0.91,6.856375
2007/8/25,291.678101,302.622101,0.014266,0.98,6.273493
2007/8/26,289.130341,302.485962,0.012796,1.02,0.780355
2007/8/27,287.5914,302.655151,0.012239,1.04,0
2007/8/28,287.219604,302.752563,0.012215,1.04,0
2007/8/29,290.482849,299.243835,0.014938,0.44,18.758953
2007/8/30,289.389771,304.189819,0.013427,1.16,0.643698
2007/8/31,285.409882,296.531769,0.013248,0.15,11.006063
2007/9/1,289.838226,303.282257,0.014642,0.89,0
2007/9/2,290.36969,304.985199,0.015352,1.04,0.919443
2007/9/3,289.231964,302.585175,0.015414,0.66,0.461695
2007/9/4,290.171326,306.379364,0.013878,1.44,0
2007/9/5,289.029633,298.242706,0.013854,0.41,20.607882
2007/9/6,285.185394,298.053101,0.010534,0.69,4.59671
2007/9/7,283.860077,295.50296,0.009137,0.61,0
2007/9/8,285.409515,297.28476,0.00908,0.84,0
2007/9/9,283.739655,296.114532,0.009391,0.62,0
2007/9/10,284.842377,293.06012,0.010041,0.33,1.716752
2007/9/11,287.613464,296.219482,0.012042,0.42,6.390475
2007/9/12,286.658203,296.275513,0.011398,0.47,0
2007/9/13,283.520386,293.256592,0.0092,0.41,0
2007/9/14,282.829742,294.551453,0.01077,0.25,8.649033
2007/9/15,285.577118,297.122864,0.011114,0.53,1.451274
2007/9/16,285.09259,300.996399,0.010874,0.93,0
2007/9/17,286.486664,295.171356,0.010891,0.44,2.433483
2007/9/18,280.448425,293.671173,0.007668,0.55,0.522711
2007/9/19,279.9599,294.422516,0.007818,0.57,0
2007/9/20,282.001648,298.868835,0.008295,0.96,0
2007/9/21,283.419128,294.5513,0.007839,0.71,0
2007/9/22,276.798462,287.879089,0.005465,0.4,0
2007/9/23,274.52356,290.856201,0.004945,0.6,0
2007/9/24,278.241333,295.886688,0.006691,0.81,0
2007/9/25,283.5625,299.226929,0.00973,0.85,0
2007/9/26,279.827698,291.367706,0.006175,0.6,0
2007/9/27,273.555969,292.732361,0.00496,0.7,0
2007/9/28,275.608459,296.539612,0.005835,0.92,0
2007/9/29,279.36145,301.442017,0.007115,1.32,0
2007/9/30,282.816406,296.971405,0.009973,0.57,2.640813
2007/10/1,283.163757,292.933197,0.009593,0.31,27.565868
2007/10/2,275.597778,290.558136,0.004558,0.66,0
2007/10/3,276.108551,292.155212,0.004524,0.79,0
2007/10/4,276.546753,287.384827,0.005285,0.4,0
2007/10/5,276.824646,291.019958,0.005696,0.55,0
2007/10/6,274.909882,293.15979,0.005868,0.62,0
2007/10/7,279.438721,297.844421,0.006597,1.03,0
2007/10/8,282.08902,295.774689,0.007735,0.77,0.893673
2007/10/9,275.936523,294.936096,0.005848,0.79,0
2007/10/10,276.828979,294.071747,0.006498,0.65,0.439002
2007/10/11,279.812988,285.381226,0.006554,0.2,10.879437
2007/10/12,270.332764,284.448792,0.003168,0.43,0
2007/10/13,270.737976,286.622101,0.003299,0.52,0
2007/10/14,273.96167,292.112976,0.004277,0.77,0
2007/10/15,280.045868,295.329529,0.007107,0.75,1.413789
2007/10/16,277.441559,286.13916,0.006111,0.23,1.990568
2007/10/17,273.076477,283.973816,0.003828,0.37,1.70644
2007/10/18,271.816376,279.789551,0.004971,0.01,24.753828
2007/10/19,276.027588,283.676117,0.006147,0.07,6.947727
2007/10/20,274.178589,291.8349,0.005407,0.58,0.473315
2007/10/21,277.563965,291.904816,0.006059,0.58,0.345203
2007/10/22,279.878082,292.757324,0.007504,0.49,1.631377
2007/10/23,279.784271,294.608124,0.007799,0.58,0.464428
2007/10/24,280.639771,294.201202,0.00841,0.49,0
2007/10/25,279.777344,293.826508,0.007982,0.5,0.37437
2007/10/26,283.905212,296.275909,0.00902,0.69,0
2007/10/27,282.02887,297.315277,0.00886,0.73,0.446409
2007/10/28,286.090729,294.682922,0.009162,0.64,0
2007/10/29,274.602997,289.192352,0.004741,0.53,0
2007/10/30,273.683258,284.127258,0.00498,0.21,4.45762
2007/10/31,276.520782,283.484131,0.004288,0.36,0
2007/11/1,271.266296,281.660248,0.003654,0.26,0.287759
2007/11/2,276.697754,283.404938,0.004401,0.35,0.456408
2007/11/3,272.687103,288.892822,0.005027,0.42,0.283122
2007/11/4,276.809875,285.928741,0.005021,0.37,1.629962
2007/11/5,272.439636,281.693542,0.003823,0.26,0
2007/11/6,272.689575,278.080109,0.003745,0.16,4.972546
2007/11/7,275.036713,282.110443,0.005527,0.08,1.055106
2007/11/8,280.757782,287.481598,0.0074,0.21,6.121973
2007/11/9,280.389526,285.767853,0.007467,0.1,0.598256
2007/11/10,281.970215,290.832458,0.006843,0.54,5.746152
2007/11/11,273.303131,281.226288,0.004365,0.18,0.77302
2007/11/12,272.99704,276.146454,0.003934,0.08,5.314966
2007/11/13,270.436554,275.650452,0.003159,0.13,1.946621
2007/11/14,268.694916,276.437775,0.002969,0.15,0
2007/11/15,269.191437,275.830719,0.002994,0.14,0
2007/11/16,266.641663,276.307587,0.002732,0.15,0
2007/11/17,269.887146,274.588501,0.003213,0.09,0.781287
2007/11/18,268.694366,276.34549,0.002981,0.15,0
2007/11/19,266.611725,276.659027,0.002611,0.18,0
2007/11/20,267.810608,276.054474,0.00267,0.17,0.281573
2007/11/21,270.62442,276.879791,0.002748,0.23,2.016797
2007/11/22,266.12207,278.531708,0.002728,0.21,0
2007/11/23,269.950653,278.978699,0.003538,0.16,0
2007/11/24,280.708771,282.40799,0.005442,0.27,4.09235
2007/11/25,275.955109,287.759735,0.00772,0.03,18.741346
2007/11/26,272.746277,285.969666,0.005387,0.21,0
2007/11/27,269.615814,276.792145,0.003239,0.14,0
2007/11/28,269.408783,281.917145,0.002907,0.35,0
2007/11/29,272.4935,283.951324,0.00435,0.27,3.222153
2007/11/30,275.093262,284.469574,0.005048,0.25,4.808269
2007/12/1,270.52713,275.873413,0.00314,0.14,0
2007/12/2,269.683075,278.367371,0.003013,0.22,0
2007/12/3,267.675079,276.695618,0.00287,0.16,0
2007/12/4,268.094727,275.315521,0.002836,0.13,6.689291
2007/12/5,270.029175,283.822144,0.004304,0.23,18.302225
2007/12/6,270.845795,275.458435,0.003195,0.13,1.672118
2007/12/7,269.185486,278.281738,0.002585,0.27,0
2007/12/8,268.651245,280.577454,0.002731,0.32,0.357102
2007/12/9,270.879059,277.210846,0.00335,0.15,0.912197
2007/12/10,272.971313,278.557098,0.004119,0.12,0.363886
2007/12/11,269.176697,278.945221,0.003926,0.09,3.939897
2007/12/12,263.453552,270.08316,0.001651,0.14,0
2007/12/13,262.546173,269.451782,0.002083,0.05,2.421417
2007/12/14,263.562256,269.893097,0.00209,0.07,0
2007/12/15,262.868011,270.273895,0.002294,0.04,0.924125
2007/12/16,262.770721,275.527588,0.002757,0.08,0
2007/12/17,269.236115,278.8172,0.003035,0.22,0
2007/12/18,267.021057,274.822449,0.002756,0.12,0
2007/12/19,267.405151,277.551514,0.002933,0.17,0.330597
2007/12/20,267.86615,276.899323,0.003243,0.11,0.902445
2007/12/21,265.302887,270.42804,0.00203,0.11,0
2007/12/22,264.752258,269.56366,0.002102,0.07,5.697632
2007/12/23,267.726501,275.246216,0.002945,0.11,0
2007/12/24,260.3508,275.483337,0.002714,0.06,9.668574
2007/12/25,266.273285,273.578308,0.002925,0.05,0
2007/12/26,261.375458,270.488617,0.001838,0.09,0
2007/12/27,259.449799,268.190735,0.001468,0.09,0.44119
2007/12/28,259.316498,264.331177,0.001338,0.06,0
2007/12/29,257.716278,264.479065,0.001145,0.08,0
2007/12/30,258.800598,271.977844,0.001463,0.16,0
2007/12/31,267.559753,272.954529,0.003033,0.04,17.309628
2008/1/1,272.395416,276.290955,0.003619,0.12,0
2008/1/2,262.818207,273.853394,0.00246,0.08,0
2008/1/3,257.375305,266.922821,0.000931,0.14,0
2008/1/4,257.830048,266.253662,0.001108,0.11,2.242913
2008/1/5,263.987823,267.784973,0.001764,0.09,0.862609
2008/1/6,261.344116,266.353943,0.001404,0.09,1.881783
2008/1/7,263.870331,272.318146,0.002339,0.08,3.941314
2008/1/8,262.678406,271.487488,0.001969,0.11,0.612206
2008/1/9,262.084656,271.888885,0.001855,0.13,0.438202
2008/1/10,266.380188,276.205902,0.002671,0.16,2.304508
2008/1/11,270.377899,275.49649,0.003211,0.12,0.497249
2008/1/12,266.921204,273.908783,0.002533,0.13,0.306478
2008/1/13,269.895569,285.435974,0.003562,0.41,15.677822
2008/1/14,276.171326,281.663025,0.004896,0.19,1.97338
2008/1/15,270.336426,277.575226,0.003573,0.12,0
2008/1/16,268.56662,274.643036,0.002491,0.18,0.634651
2008/1/17,264.686096,274.371552,0.002042,0.18,0
2008/1/18,266.497559,270.731476,0.001975,0.14,0
2008/1/19,263.579193,273.469025,0.001793,0.19,0
2008/1/20,268.708679,274.546173,0.002525,0.17,0.484449
2008/1/21,267.045471,277.522827,0.002318,0.26,0
2008/1/22,269.590118,279.3125,0.002823,0.28,0.311408
2008/1/23,270.109467,278.119049,0.003231,0.19,0.739369
2008/1/24,271.815979,288.144958,0.003323,0.62,8.361537
2008/1/25,271.65213,279.154877,0.0036,0.19,2.898947
2008/1/26,269.577698,273.473145,0.002557,0.16,0.334326
2008/1/27,266.148804,276.685333,0.002058,0.26,0
2008/1/28,268.211426,273.857513,0.002383,0.17,0.884352
2008/1/29,261.592102,272.242096,0.001704,0.15,0.326301
2008/1/30,258.373291,266.896942,0.000953,0.14,0
2008/1/31,258.066406,273.189178,0.000902,0.26,0
2008/2/1,260.748749,274.728149,0.001222,0.27,0
2008/2/2,261.686859,274.730927,0.001571,0.23,0
2008/2/3,262.762177,276.684357,0.001892,0.24,0
2008/2/4,268.114136,276.940674,0.002632,0.21,0.305915
2008/2/5,268.181763,274.070923,0.002823,0.11,0.992967
2008/2/6,261.515594,271.844482,0.00165,0.15,0
2008/2/7,259.330902,271.765381,0.001228,0.19,0
2008/2/8,260.727051,273.14917,0.001456,0.2,0
2008/2/9,262.296051,278.940186,0.00182,0.32,0
2008/2/10,270.439178,283.052643,0.003255,0.36,0.772976
2008/2/11,269.455444,280.198822,0.00304,0.27,1.920904
2008/2/12,266.342316,275.937683,0.002117,0.23,0
2008/2/13,266.011597,276.643799,0.002177,0.24,0
2008/2/14,263.904541,279.058502,0.002304,0.26,0
2008/2/15,274.990326,286.574799,0.003952,0.52,1.902704
2008/2/16,275.384155,287.289917,0.004503,0.48,0
2008/2/17,276.260986,286.741608,0.004571,0.46,1.858242
2008/2/18,279.808105,288.356445,0.005528,0.51,14.363225
2008/2/19,277.576416,285.020874,0.004378,0.45,0.824789
2008/2/20,275.537689,285.917755,0.004206,0.46,2.272344
2008/2/21,271.424194,280.280792,0.003027,0.31,0
2008/2/22,266.501648,278.369293,0.002445,0.25,0
2008/2/23,266.506531,274.651886,0.00275,0.11,26.85096
2008/2/24,267.410004,274.751892,0.002996,0.08,0.813454
2008/2/25,264.175659,278.040436,0.002511,0.2,0
2008/2/26,271.700134,285.987274,0.003325,0.51,0.622806
2008/2/27,275.546753,286.075806,0.005721,0.24,7.356198
2008/2/28,274.672485,286.022797,0.004318,0.42,3.380615
2008/2/29,272.014099,283.223328,0.003523,0.37,1.690308
2008/3/1,269.355713,280.423889,0.002729,0.32,0
2008/3/2,268.770203,282.468781,0.002653,0.4,0
2008/3/3,262.63031,276.583496,0.001828,0.25,0
2008/3/4,258.458191,268.27356,0.001087,0.14,0
2008/3/5,256.441437,269.428741,0.000977,0.17,0
2008/3/6,264.594055,275.96814,0.00219,0.2,1.305458
2008/3/7,266.82666,271.613586,0.002227,0.12,0
2008/3/8,262.697083,277.914093,0.001752,0.3,0
2008/3/9,270.600494,284.288788,0.002821,0.48,0
2008/3/10,271.29071,284.867126,0.004032,0.34,0
2008/3/11,272.817108,284.871216,0.004424,0.31,4.933656
2008/3/12,282.286072,291.863831,0.005888,0.76,2.319987
2008/3/13,274.830688,291.844391,0.004927,0.67,0
2008/3/14,267.74884,281.564697,0.005387,0,15.783163
2008/3/15,271.17569,283.055481,0.003053,0.41,0
2008/3/16,269.878479,282.542542,0.002868,0.39,0
2008/3/17,269.531708,275.184601,0.003031,0.12,2.016279
2008/3/18,267.499573,270.465729,0.003054,0,4.030013
2008/3/19,272.142792,276.280029,0.003486,0.13,3.948868
2008/3/20,272.185394,280.44046,0.003181,0.31,1.22755
2008/3/21,268.365448,278.724335,0.002445,0.29,0
2008/3/22,264.871826,279.4104,0.001869,0.35,0
2008/3/23,265.641235,281.356384,0.002019,0.41,0
2008/3/24,268.522278,285.40741,0.002737,0.51,0
2008/3/25,273.63739,288.369873,0.00329,0.68,0
2008/3/26,275.010498,284.180511,0.00386,0.42,0
2008/3/27,266.743256,283.515137,0.00317,0.33,0.798997
2008/3/28,276.295227,287.974701,0.004445,0.55,4.856244
2008/3/29,270.212402,280.025726,0.002818,0.31,0
2008/3/30,265.417084,280.521393,0.002169,0.35,0
2008/3/31,273.60257,289.042542,0.003438,0.69,0.403411
2008/4/1,281.353943,291.522705,0.006335,0.64,22.826683
2008/4/2,273.835236,284.19458,0.004458,0.3,1.534114
2008/4/3,270.585938,279.155792,0.003214,0.23,0
2008/4/4,273.367706,283.143951,0.003199,0.44,0.55842
2008/4/5,270.619415,288.859161,0.00338,0.63,0
2008/4/6,275.576721,290.456635,0.004983,0.59,0.469933
2008/4/7,276.981171,287.28183,0.005739,0.33,2.744678
2008/4/8,279.780212,287.281342,0.006476,0.31,7.986897
2008/4/9,276.117798,285.022614,0.004635,0.37,4.542105
2008/4/10,271.154419,283.874207,0.003457,0.38,0.507802
2008/4/11,271.003021,282.926086,0.002731,0.45,0
2008/4/12,270.628479,281.170105,0.003356,0.28,2.51288
2008/4/13,276.900513,284.534943,0.005174,0.28,1.56784
2008/4/14,276.248199,288.015656,0.005274,0.42,2.726798
2008/4/15,278.990814,292.595917,0.008798,0.26,9.916763
2008/4/16,287.956177,294.180054,0.009766,0.61,1.246462
2008/4/17,277.246857,288.990509,0.006597,0.3,5.40793
2008/4/18,274.411652,281.603668,0.003449,0.36,0.449413
2008/4/19,273.0336,278.588898,0.003364,0.24,49.382725
2008/4/20,267.002594,286.040649,0.00286,0.5,0
2008/4/21,275.991241,288.901001,0.004378,0.6,0.469509
2008/4/22,274.955841,291.846191,0.00476,0.7,5.539732
2008/4/23,274.957642,291.457489,0.004757,0.68,5.007864
2008/4/24,281.345764,295.801453,0.007167,0.83,11.923058
2008/4/25,277.500824,291.188995,0.00532,0.64,1.130622
2008/4/26,275.505188,284.695312,0.004275,0.39,0.305664
2008/4/27,272.075287,287.380219,0.003245,0.6,0
2008/4/28,273.35199,293.594696,0.003879,0.92,0
2008/4/29,278.076355,298.480133,0.005413,1.23,0
2008/4/30,280.265717,290.623688,0.007486,0.36,3.382215
2008/5/1,283.047638,291.920319,0.008219,0.44,1.011254
2008/5/2,280.480835,296.538361,0.010055,0.43,7.123538
2008/5/3,285.955475,298.680389,0.009419,0.95,3.164674
2008/5/4,283.472839,300.985931,0.007374,1.38,0
2008/5/5,280.372253,297.50473,0.007394,0.91,0
2008/5/6,279.408447,297.459595,0.005509,1.16,0
2008/5/7,277.384918,293.141296,0.004883,0.84,0
2008/5/8,276.944183,295.696991,0.005359,0.95,0
2008/5/9,278.003021,287.993683,0.003709,0.71,0
2008/5/10,273.652771,298.103943,0.004343,1.24,0
2008/5/11,279.579407,298.091034,0.006448,1.08,0
2008/5/12,275.106842,300.883606,0.006219,1.27,0.557689
2008/5/13,279.288971,294.789337,0.009568,0.31,20.541254
2008/5/14,279.061462,298.20224,0.006308,1.1,8.294753
2008/5/15,273.108673,298.485443,0.004191,1.28,0
2008/5/16,277.718445,301.66156,0.005424,1.55,0
2008/5/17,277.841278,289.611725,0.00523,0.57,0
2008/5/18,271.243103,289.833984,0.004398,0.54,0
2008/5/19,277.843109,292.126312,0.005364,0.71,0.327809
2008/5/20,274.792297,294.517456,0.005453,0.79,0
2008/5/21,278.281464,289.104706,0.006815,0.31,0.471134
2008/5/22,280.388,298.831818,0.007183,1.07,0.738967
2008/5/23,282.753601,295.834045,0.006718,0.96,1.393359
2008/5/24,276.673889,295.66983,0.005881,0.86,0
2008/5/25,280.174561,301.263123,0.007365,1.29,2.467681
2008/5/26,287.708435,296.425262,0.009031,0.89,1.899976
2008/5/27,279.923645,294.565125,0.005992,0.86,0
2008/5/28,276.504211,289.929779,0.004317,0.69,0
